Op Batch No,Actual Product,Order Tdc,Segment,Prop Ip Wt,O/P Wt,Total Length,Area,Zinc,Process Duration(in min),CRFH thickness(mm),GP thickness(mm),Total Zn/AlZn Coating,Op Width,Speed(mpm),Productivity(TPH)
2450BL1000,GI,ZPL130,Panel,10.954,11.089,1300.0,1627.6,0.208,15.0,0.001,0.0189,128.0,1252,86.667,44.356
2450BL2000,GI,ZPL130,Panel,11.326,11.466,1300.0,1627.6,0.208,17.0,0.001,0.0189,128.0,1252,76.471,40.468
2450BR1000,GI,ZPL110,Panel,10.726,10.889,707.0,897.89,0.258,11.0,0.002,0.0422,287.0,1270,64.273,59.395
2450BR2000,GI,ZPL110,Panel,9.604,9.75,635.0,806.45,0.231,10.0,0.002,0.0422,287.0,1270,63.5,58.5
2450BS1000,GI,ZPL130,Panel,11.956,11.988,1412.0,1767.82,0.22,13.0,0.001,0.0184,124.259,1252,108.615,55.329
2450BS2000,GI,ZPL130,Panel,10.524,10.552,1242.9,1556.11,0.193,12.0,0.001,0.0184,124.1,1252,103.575,52.76
2450BT0000,GI,ZST935,Retail,23.09,23.931,2124.3,2634.13,0.967,24.0,0.001,0.0524,367.194,1240,88.512,59.828
2450BU0000,GI,ZST935,Retail,23.07,23.93,2119.2,2627.81,0.969,24.0,0.001,0.0526,368.723,1240,88.3,59.825
2450BV1000,GI,ZST935,Retail,9.678,9.961,1250.0,1203.75,0.345,7.0,0.001,0.0412,287.0,963,178.571,85.38
2450BV2000,GI,ZST935,Retail,4.022,4.14,547.652,527.39,0.151,16.0,0.001,0.0412,287.0,963,34.228,15.525
2450BX1000,GI,ZPL130,Panel,12.252,12.315,1023.9,1300.35,0.164,12.0,0.001,0.0186,125.96,1270,85.325,61.575
2450BX2000,GI,ZPL130,Panel,10.398,10.452,867.0,1101.09,0.139,9.0,0.001,0.0187,126.4,1270,96.333,69.68
2450BY1000,GI,ZST935,Retail,9.693,9.976,1300.0,1251.9,0.359,14.0,0.001,0.0412,287.0,963,92.857,42.754
2450BY2000,GI,ZST935,Retail,7.587,7.809,1000.0,963.0,0.276,12.0,0.001,0.0412,287.0,963,83.333,39.045
2450CAZ000,GI,ZPL130,Panel,11.85,12.134,1481.0,1880.87,0.301,16.0,0.001,0.0234,160.0,1270,92.562,45.502
2450CD1000,GI,ZST955,Retail,12.533,12.835,920.0,1122.4,0.388,14.0,0.001,0.0495,346.0,1220,65.714,55.007
2450CD2000,GI,ZST955,Retail,10.847,11.109,820.0,1000.4,0.346,11.0,0.001,0.0495,346.0,1220,74.545,60.595
2450CK0000,GI,ZST935,Retail,23.27,24.144,2145.8,2660.79,0.973,24.0,0.001,0.0522,365.517,1240,89.408,60.36
2450CL0000,GI,ZST935,Retail,23.31,24.185,2147.1,2662.4,1.034,24.0,0.001,0.0554,388.371,1240,89.462,60.462
2450CN1000,GI,ZST935,Retail,9.609,9.956,1400.0,1348.2,0.387,7.0,0.001,0.0412,287.0,963,200.0,85.337
2450CN2000,GI,ZST935,Retail,7.701,7.98,1172.909,1129.51,0.324,16.0,0.001,0.0412,287.0,963,73.307,29.925
2450CR0000,GI,ZST935,Retail,23.34,24.184,2147.6,2663.02,1.034,24.0,0.001,0.0554,388.276,1240,89.483,60.46
2450CT1000,GI,ZPL130,Panel,12.368,12.44,1033.2,1312.16,0.173,14.0,0.001,0.0195,132.059,1270,73.8,53.314
2450CT2000,GI,ZPL130,Panel,10.342,10.403,865.8,1099.57,0.142,10.0,0.001,0.0191,129.352,1270,86.58,62.418
2450CU1000,GI,ZAP221,Appliance,9.968,9.891,1686.747,2091.57,0.268,20.0,0.001,0.0189,128.0,1240,84.337,29.673
2450CU2000,GI,ZAP221,Appliance,16.202,16.078,2741.838,3399.88,0.435,27.0,0.001,0.0189,128.0,1240,101.55,35.729
2450CW0000,GI,ZTU110,P&T,21.93,21.995,2237.948,2797.44,0.224,10.0,0.001,0.0122,80.0,1250,223.795,131.97
2450CZ0000,GI,ZST935,Retail,23.51,24.376,2169.6,2690.3,1.007,23.0,0.001,0.0534,374.149,1240,94.33,63.59
2450DF1000,GI,ZST935,Retail,9.617,9.957,1300.0,1251.9,0.359,7.0,0.001,0.0412,287.0,963,185.714,85.346
2450DF2000,GI,ZST935,Retail,7.603,7.872,1157.035,1114.22,0.32,16.0,0.001,0.0412,287.0,963,72.315,29.52
2450DG1000,GI,ZST955,Retail,11.653,11.902,860.0,1049.2,0.363,12.0,0.001,0.0495,346.0,1220,71.667,59.51
2450DG2000,GI,ZST955,Retail,11.677,11.926,880.0,1073.6,0.371,12.0,0.001,0.0495,346.0,1220,73.333,59.63
2450DJ1000,GI,ZST935,Retail,20.2,20.82,1830.0,2269.2,0.794,29.0,0.001,0.05,350.0,1240,63.103,43.076
2450DK0000,GI,ZST935,Retail,23.14,23.967,2100.0,2604.0,0.911,25.0,0.001,0.05,350.0,1240,84.0,57.521
2450DL0000,GI,ZST935,Retail,23.37,24.13,2120.0,2628.8,0.92,29.0,0.001,0.05,350.0,1240,73.103,49.924
2450DM0000,GI,ZST935,Retail,23.27,24.146,2142.7,2656.95,0.972,24.0,0.001,0.0522,365.826,1240,89.279,60.365
2450DT1000,GI,ZAP130,Appliance,8.882,9.11,600.0,762.0,0.244,12.0,0.001,0.0458,320.0,1270,50.0,45.55
2450DT2000,GI,ZAP130,Appliance,9.418,9.66,610.0,774.7,0.248,9.0,0.002,0.0468,320.0,1270,67.778,64.4
2450DV0000,GI,ZST935,Retail,23.37,24.22,2100.0,2604.0,0.911,29.0,0.001,0.05,350.0,1240,72.414,50.11
2450DZ1000,GI,ZST955,Retail,12.571,12.826,937.5,1143.75,0.407,12.0,0.001,0.0508,355.598,1220,78.125,64.13
2450DZ2000,GI,ZST955,Retail,10.619,10.834,792.2,966.48,0.343,11.0,0.001,0.0508,355.3,1220,72.018,59.095
2450FF1000,GI,ZST955,Retail,12.512,12.823,920.0,1122.4,0.388,13.0,0.001,0.0495,346.0,1220,70.769,59.183
2450FF2000,GI,ZST955,Retail,10.768,11.036,805.0,982.1,0.34,11.0,0.001,0.0495,346.0,1220,73.182,60.196
2450FH1000,GI,ZST955,Retail,10.727,10.92,900.0,1098.0,0.38,10.0,0.001,0.0495,346.0,1220,90.0,65.52
2450FH2000,GI,ZST955,Retail,9.103,9.266,826.946,1008.87,0.349,10.0,0.001,0.0495,346.0,1220,82.695,55.596
2450FJ1000,GI,ZST955,Retail,12.536,12.823,920.0,1122.4,0.388,14.0,0.001,0.0495,346.0,1220,65.714,54.956
2450FJ2000,GI,ZST955,Retail,10.794,11.041,815.0,994.3,0.344,14.0,0.001,0.0495,346.0,1220,58.214,47.319
2450FK1000,GI,ZST955,Retail,12.533,12.827,920.0,1122.4,0.388,14.0,0.001,0.0495,346.0,1220,65.714,54.973
2450FK2000,GI,ZST955,Retail,10.607,10.856,810.0,988.2,0.342,11.0,0.001,0.0495,346.0,1220,73.636,59.215
2450FL1000,GI,ZST955,Retail,12.549,12.83,938.6,1145.09,0.412,12.0,0.001,0.0514,359.974,1220,78.217,64.15
2450FL2000,GI,ZST955,Retail,10.701,10.941,800.3,976.37,0.351,11.0,0.001,0.0513,359.4,1220,72.755,59.678
2450FN1000,GI,ZST955,Retail,12.421,12.81,1120.0,1366.4,0.473,10.0,0.001,0.0495,346.0,1220,112.0,76.86
2450FN2000,GI,ZST955,Retail,10.899,11.24,900.0,1098.0,0.38,10.0,0.001,0.0495,346.0,1220,90.0,67.44
2450FP1000,GI,ZST955,Retail,12.414,12.823,1087.9,1327.24,0.503,11.0,0.001,0.0541,379.154,1220,98.9,69.944
2450FP2000,GI,ZST955,Retail,10.916,11.275,956.2,1166.56,0.428,11.0,0.001,0.0523,366.482,1220,86.927,61.5
2450FQ1000,GI,ZST955,Retail,12.452,12.822,1080.0,1317.6,0.456,10.0,0.001,0.0495,346.0,1220,108.0,76.932
2450FQ2000,GI,ZST955,Retail,10.848,11.17,940.0,1146.8,0.397,10.0,0.001,0.0495,346.0,1220,94.0,67.02
2450FU1000,GI,ZEX110,export,11.955,11.936,590.0,737.5,0.142,10.0,0.002,0.0289,192.0,1250,59.0,71.616
2450FU2000,GI,ZEX110,export,10.405,10.389,518.0,647.5,0.124,9.0,0.002,0.0289,192.0,1250,57.556,69.26
2450FV1000,GI,ZEX110,export,9.65,9.708,800.0,1000.0,0.128,10.0,0.001,0.0189,128.0,1250,80.0,58.248
2450FV2000,GI,ZEX110,export,9.77,9.828,805.0,1006.25,0.129,10.0,0.001,0.0189,128.0,1250,80.5,58.968
2450FY1000,GI,ZST955,Retail,12.54,12.823,937.4,1143.63,0.406,11.0,0.001,0.0507,354.974,1220,85.218,69.944
2450FY2000,GI,ZST955,Retail,10.79,11.033,806.9,984.42,0.348,11.0,0.001,0.0505,353.405,1220,73.355,60.18
2450FZ1000,GI,ZST955,Retail,12.529,12.822,937.7,1143.99,0.41,12.0,0.001,0.0512,358.335,1220,78.142,64.11
2450FZ2000,GI,ZST955,Retail,10.721,10.971,802.7,979.29,0.347,11.0,0.001,0.0506,354.484,1220,72.973,59.842
2450GB1000,GI,ZST955,Retail,12.537,12.822,920.0,1122.4,0.388,13.0,0.001,0.0495,346.0,1220,70.769,59.178
2450GB2000,GI,ZST955,Retail,10.763,11.008,810.0,988.2,0.342,11.0,0.001,0.0495,346.0,1220,73.636,60.044
2450GC1000,GI,ZST955,Retail,12.528,12.809,920.0,1122.4,0.388,14.0,0.001,0.0495,346.0,1220,65.714,54.896
2450GC2000,GI,ZST955,Retail,10.592,10.829,810.0,988.2,0.342,11.0,0.001,0.0495,346.0,1220,73.636,59.067
2450GD1000,GI,ZST955,Retail,9.565,9.752,713.5,870.47,0.312,8.0,0.001,0.0513,358.972,1220,89.188,73.14
2450GD2000,GI,ZST955,Retail,8.575,8.743,640.1,780.92,0.282,8.0,0.001,0.0516,361.535,1220,80.012,65.572
2450GK1000,GI,ZPL110,Panel,11.789,11.923,1481.9,1882.01,0.24,13.0,0.001,0.0189,127.662,1270,113.992,55.029
2450GK2000,GI,ZPL110,Panel,10.531,10.65,1324.2,1681.73,0.206,12.0,0.001,0.0182,122.536,1270,110.35,53.25
2450GL1000,GI,ZST955,Retail,12.453,12.823,1088.4,1327.85,0.49,11.0,0.001,0.0526,368.72,1220,98.945,69.944
2450GL2000,GI,ZST955,Retail,10.947,11.272,958.5,1169.37,0.448,13.0,0.001,0.0547,383.1,1220,73.731,52.025
2450GM1000,GI,ZPL110,Panel,12.194,12.402,802.0,1018.54,0.292,14.0,0.002,0.0422,287.0,1270,57.286,53.151
2450GM2000,GI,ZPL110,Panel,10.356,10.533,690.0,876.3,0.251,11.0,0.002,0.0422,287.0,1270,62.727,57.453
2450GP1000,GI,ZEX110,export,11.915,11.923,790.0,987.5,0.107,12.0,0.002,0.0171,108.0,1250,65.833,59.615
2450GP2000,GI,ZEX110,export,10.635,10.642,701.0,876.25,0.095,12.0,0.002,0.0171,108.0,1250,58.417,53.21
2450GQ1000,GI,ZEX110,export,11.948,11.917,793.6,992.0,0.114,8.0,0.002,0.018,114.5,1250,99.2,89.378
2450GQ2000,GI,ZEX110,export,10.552,10.524,701.0,876.25,0.1,7.0,0.002,0.018,114.5,1250,100.143,90.206
2450GV0000,GI,ZST935,Retail,22.93,23.69,2084.0,2584.16,0.904,29.0,0.001,0.05,350.0,1240,71.862,49.014
2450GW0000,GI,ZST935,Retail,23.33,24.14,2120.0,2628.8,0.92,29.0,0.001,0.05,350.0,1240,73.103,49.945
2450GX0000,GI,ZST935,Retail,22.3,23.118,2053.4,2546.22,0.95,24.0,0.001,0.0532,372.91,1240,85.558,57.795
2450GZ1000,GI,ZEX110,export,9.69,9.711,790.0,987.5,0.126,9.0,0.001,0.0189,128.0,1250,87.778,64.74
2450GZ2000,GI,ZEX110,export,9.76,9.781,792.0,990.0,0.127,10.0,0.001,0.0189,128.0,1250,79.2,58.686
2450HD1000,GI,ZAP130,Appliance,12.47,12.416,802.0,1018.54,0.13,14.0,0.002,0.0199,128.0,1270,57.286,53.211
2450HD2000,GI,ZAP130,Appliance,9.85,9.808,634.0,805.18,0.103,11.0,0.002,0.0199,128.0,1270,57.636,53.498
2450HF0000,GI,ZST935,Retail,23.38,24.245,2157.1,2674.8,0.971,28.0,0.001,0.0519,363.174,1240,77.039,51.954
2450HW1000,GI,ZST955,Retail,12.423,12.796,1100.0,1342.0,0.464,12.0,0.001,0.0495,346.0,1220,91.667,63.98
2450HW2000,GI,ZST955,Retail,10.877,11.204,920.0,1122.4,0.388,12.0,0.001,0.0495,346.0,1220,76.667,56.02
2450HX0000,GI,ZST935,Retail,23.32,24.14,2143.5,2657.94,0.937,22.0,0.001,0.0504,352.521,1240,97.432,65.836
2450JA1000,GI,ZST935,Retail,9.637,9.962,1464.226,1410.05,0.405,7.0,0.001,0.0412,287.0,963,209.175,85.389
2450JA2000,GI,ZST935,Retail,7.853,8.117,1100.0,1059.3,0.304,16.0,0.001,0.0412,287.0,963,68.75,30.439
2450JF0000,GI,ZTU110,P&T,21.6,21.526,1257.5,1571.88,0.128,23.0,0.002,0.0134,81.698,1250,54.674,56.155
2450JJ1000,GI,ZST935,Retail,10.262,10.553,1300.0,1251.9,0.359,10.0,0.001,0.0412,287.0,963,130.0,63.318
2450JJ2000,GI,ZST935,Retail,7.048,7.247,940.0,905.22,0.26,10.0,0.001,0.0412,287.0,963,94.0,43.482
2450KL1000,GI,ZEX110,export,11.861,11.88,790.0,987.5,0.099,10.0,0.002,0.016,100.0,1250,79.0,71.28
2450KL2000,GI,ZEX110,export,10.059,10.076,663.0,828.75,0.083,9.0,0.002,0.016,100.0,1250,73.667,67.173
2450KQ1000,GI,ZEX110,export,11.597,11.872,980.0,1225.0,0.337,11.0,0.001,0.0395,275.0,1250,89.091,64.756
2450KQ2000,GI,ZEX110,export,10.703,10.956,902.0,1127.5,0.31,11.0,0.001,0.0395,275.0,1250,82.0,59.76
2450KR1000,GI,ZST955,Retail,11.625,12.002,1019.1,1243.3,0.409,10.0,0.001,0.0471,329.053,1220,101.91,72.012
2450KR2000,GI,ZST955,Retail,11.195,11.558,981.7,1197.67,0.448,9.0,0.001,0.0534,374.0,1220,109.078,77.053
2450KS1000,GI,ZAP130,Appliance,11.959,11.908,788.0,1000.76,0.126,11.0,0.002,0.0197,126.25,1270,71.636,64.953
2450KS2000,GI,ZAP130,Appliance,10.281,10.237,678.1,861.19,0.106,8.0,0.002,0.0192,122.989,1270,84.762,76.778
2450KX1000,GI,ZST955,Retail,10.11,10.342,720.0,878.4,0.304,10.0,0.001,0.0495,346.0,1220,72.0,62.052
2450KX2000,GI,ZST955,Retail,9.88,10.106,710.0,866.2,0.3,10.0,0.001,0.0495,346.0,1220,71.0,60.636
2450LJ1000,GI,ZST935,Retail,6.902,7.1,920.0,885.96,0.254,10.0,0.001,0.0412,287.0,963,92.0,42.6
2450LJ2000,GI,ZST935,Retail,6.908,7.106,920.0,885.96,0.254,11.0,0.001,0.0412,287.0,963,83.636,38.76
2450LR1000,GI,ZPL130,Panel,11.749,11.446,1367.942,1712.66,0.219,16.0,0.001,0.0189,128.0,1252,85.496,42.922
2450LR2000,GI,ZPL130,Panel,10.881,10.6,1266.834,1586.08,0.203,12.0,0.001,0.0189,128.0,1252,105.57,53.0
2450LW1000,GI,ZEX110,export,11.691,11.89,790.0,987.5,0.272,21.0,0.002,0.0405,275.0,1250,37.619,33.971
2450LW2000,GI,ZEX110,export,10.469,10.648,702.0,877.5,0.241,10.0,0.002,0.0405,275.0,1250,70.2,63.888
2450LY1000,GI,ZEX110,export,11.592,11.882,993.7,1242.12,0.344,11.0,0.001,0.0398,277.2,1250,90.336,64.811
2450LY2000,GI,ZEX110,export,10.568,10.832,903.9,1129.88,0.329,10.0,0.001,0.0417,290.785,1250,90.39,64.992
2450MD1000,GI,ZEX110,export,11.578,11.865,980.0,1225.0,0.337,12.0,0.001,0.0395,275.0,1250,81.667,59.325
2450MD2000,GI,ZEX110,export,10.592,10.855,890.0,1112.5,0.306,10.0,0.001,0.0395,275.0,1250,89.0,65.13
2450MH1000,GI,ZEX110,export,11.761,11.895,790.0,987.5,0.272,11.0,0.002,0.0405,275.0,1250,71.818,64.882
2450MH2000,GI,ZEX110,export,10.529,10.649,702.0,877.5,0.241,12.0,0.002,0.0405,275.0,1250,58.5,53.245
2450MJ1000,GI,ZEX110,export,11.685,11.634,571.0,713.75,0.091,11.0,0.002,0.0199,128.0,1250,51.909,63.458
2450MJ2000,GI,ZEX110,export,10.245,10.201,508.0,635.0,0.081,9.0,0.002,0.0199,128.0,1250,56.444,68.007
2450ML0000,GI,ZST935,Retail,23.27,24.089,2131.0,2642.44,0.925,30.0,0.001,0.05,350.0,1240,71.033,48.178
2450MQ1000,GI,ZPL925,Panel,12.643,12.169,1523.38,1934.69,0.248,18.0,0.001,0.0189,128.0,1270,84.632,40.563
2450MQ2000,GI,ZPL925,Panel,11.457,11.027,1380.418,1753.13,0.224,14.0,0.001,0.0189,128.0,1270,98.601,47.259
2450MW1000,GI,ZEX110,export,11.592,11.884,990.0,1237.5,0.34,11.0,0.001,0.0395,275.0,1250,90.0,64.822
2450MW2000,GI,ZEX110,export,10.678,10.946,890.0,1112.5,0.306,11.0,0.001,0.0395,275.0,1250,80.909,59.705
2450NB1000,GI,ZEX110,export,11.591,11.866,980.0,1225.0,0.337,13.0,0.001,0.0395,275.0,1250,75.385,54.766
2450NB2000,GI,ZEX110,export,10.409,10.655,880.0,1100.0,0.302,11.0,0.001,0.0395,275.0,1250,80.0,58.118
2450NC1000,GI,ZST955,Retail,10.132,10.348,755.8,922.08,0.331,9.0,0.001,0.0512,358.499,1220,83.978,68.987
2450NC2000,GI,ZST955,Retail,9.438,9.64,703.5,858.27,0.307,8.0,0.001,0.051,357.3,1220,87.938,72.3
2450NG1000,GI,ZEX110,export,11.805,11.899,794.8,993.5,0.194,9.0,0.002,0.0294,195.739,1250,88.311,79.327
2450NG2000,GI,ZEX110,export,10.235,10.317,688.4,860.5,0.261,8.0,0.002,0.0446,303.882,1250,86.05,77.378
2450NK1000,GI,ZEX110,export,11.728,11.64,583.6,729.5,0.093,7.0,0.002,0.0198,126.912,1250,83.371,99.771
2450NK2000,GI,ZEX110,export,10.202,10.125,507.5,634.38,0.081,7.0,0.002,0.0198,127.2,1250,72.5,86.786
2450NL1000,GI,ZEX110,export,11.879,11.867,790.0,987.5,0.099,11.0,0.002,0.016,100.0,1250,71.818,64.729
2450NL2000,GI,ZEX110,export,10.131,10.12,666.0,832.5,0.083,10.0,0.002,0.016,100.0,1250,66.6,60.72
2450NV1000,GI,ZEX110,export,11.598,11.884,988.7,1235.88,0.374,12.0,0.001,0.0434,302.99,1250,82.392,59.42
2450NV2000,GI,ZEX110,export,10.172,10.423,866.9,1083.62,0.328,11.0,0.001,0.0435,303.147,1250,78.809,56.853
2450PA1000,GI,ZEX110,export,11.805,11.907,794.8,993.5,0.201,9.0,0.002,0.0303,202.31,1250,88.311,79.38
2450PA2000,GI,ZEX110,export,10.305,10.394,693.0,866.25,0.19,10.0,0.002,0.0327,219.112,1250,69.3,62.364
2450PK1000,GI,ZEX110,export,12.034,11.943,598.4,748.0,0.085,8.0,0.002,0.0179,113.798,1250,74.8,89.572
2450PK2000,GI,ZEX110,export,10.096,10.019,501.1,626.38,0.128,6.0,0.002,0.0306,204.159,1250,83.517,100.19
2450PT1000,GI,ZST955,Retail,11.765,12.001,928.227,1132.44,0.392,12.0,0.001,0.0495,346.0,1220,77.352,60.005
2450PTZ000,GI,ZST955,Retail,11.595,11.822,861.0,1050.42,0.361,12.0,0.001,0.0491,343.431,1220,71.75,59.11
2450PW1000,GI,ZPL130,Panel,13.65,13.722,1200.0,1620.0,0.207,16.0,0.001,0.0189,128.0,1350,75.0,51.457
2450PW2000,GI,ZPL130,Panel,11.51,11.57,1000.0,1350.0,0.173,14.0,0.001,0.0189,128.0,1350,71.429,49.586
2450PZ1000,GI,ZEX110,export,11.68,11.86,990.0,1237.5,0.355,11.0,0.001,0.0412,287.0,1250,90.0,64.691
2450PZ2000,GI,ZEX110,export,10.38,10.54,850.0,1062.5,0.305,14.0,0.001,0.0412,287.0,1250,60.714,45.171
2450QC1000,GI,ZEX110,export,11.821,11.924,790.0,987.5,0.19,10.0,0.002,0.0289,192.0,1250,79.0,71.544
2450QC2000,GI,ZEX110,export,10.159,10.248,670.0,837.5,0.161,10.0,0.002,0.0289,192.0,1250,67.0,61.488
2450QQ1000,GI,ZEX110,export,9.441,9.418,600.0,750.0,0.081,10.0,0.002,0.0171,108.0,1250,60.0,56.508
2450QQ2000,GI,ZEX110,export,10.659,10.632,700.0,875.0,0.094,10.0,0.002,0.0171,108.0,1250,70.0,63.792
2450QU1000,GI,ZEX110,export,10.807,11.045,925.9,1157.38,0.339,10.0,0.001,0.042,292.666,1250,92.59,66.27
2450QU2000,GI,ZEX110,export,11.093,11.338,949.6,1187.0,0.352,10.0,0.001,0.0426,296.9,1250,94.96,68.028
2450QW1000,GI,ZGN110,Retail,11.576,11.679,1217.488,1485.34,0.119,15.0,0.001,0.0122,80.0,1220,81.166,46.716
2450QW2000,GI,ZGN110,Retail,10.214,10.304,1074.15,1310.46,0.105,12.0,0.001,0.0122,80.0,1220,89.512,51.52
2450RH1000,GI,ZGN110,Retail,14.009,13.989,635.534,889.75,0.114,15.0,0.002,0.0199,128.0,1400,42.369,55.956
2450RH2000,GI,ZGN110,Retail,13.491,13.472,612.046,856.86,0.11,25.0,0.002,0.0199,128.0,1400,24.482,32.333
2450RK1000,GI,ZEX110,export,10.02,10.001,668.8,836.0,0.09,7.0,0.002,0.0171,107.599,1250,95.543,85.723
2450RK2000,GI,ZEX110,export,9.07,9.052,606.1,757.62,0.081,8.0,0.002,0.017,107.3,1250,75.762,67.89
2450RN1000,GI,ZPL130,Panel,13.599,13.714,1250.0,1687.5,0.216,15.0,0.001,0.0189,128.0,1350,83.333,54.856
2450RN2000,GI,ZPL130,Panel,10.501,10.589,950.0,1282.5,0.164,13.0,0.001,0.0189,128.0,1350,73.077,48.872
2450RP1000,GI,ZEX110,export,11.873,11.925,800.0,1000.0,0.128,7.0,0.002,0.0199,128.0,1250,114.286,102.214
2450RP2000,GI,ZEX110,export,10.007,10.051,650.0,812.5,0.104,6.0,0.002,0.0199,128.0,1250,108.333,100.51
2450RU1000,GI,ZGN110,Retail,11.771,11.879,1238.337,1510.77,0.121,17.0,0.001,0.0122,80.0,1220,72.843,41.926
2450RU2000,GI,ZGN110,Retail,10.059,10.151,1058.201,1291.01,0.103,15.0,0.001,0.0122,80.0,1220,70.547,40.604
2450RY1000,GI,ZEX110,export,11.447,11.807,1185.7,1482.12,0.425,14.0,0.001,0.0412,286.79,1250,84.693,50.601
2450RY2000,GI,ZEX110,export,10.813,11.153,1119.0,1398.75,0.403,13.0,0.001,0.0414,288.308,1250,86.077,51.475
2450SB1000,GI,ZGN110,Retail,11.858,11.899,1240.422,1513.31,0.121,7.0,0.001,0.0122,80.0,1220,177.203,101.991
2450SB2000,GI,ZGN110,Retail,10.062,10.096,1052.467,1284.01,0.103,53.0,0.001,0.0122,80.0,1220,19.858,11.429
2450SH1000,GI,ZEX110,export,12.014,11.694,1175.5,1469.38,0.42,11.0,0.001,0.0411,286.0,1250,106.864,63.785
2450SH2000,GI,ZEX110,export,10.236,9.963,1001.2,1251.5,0.413,10.0,0.001,0.0472,330.0,1250,100.12,59.778
2450ST1000,GI,ZEX110,export,11.949,11.92,780.0,975.0,0.125,10.0,0.002,0.0199,128.0,1250,78.0,71.52
2450ST2000,GI,ZEX110,export,10.131,10.107,685.578,856.97,0.11,10.0,0.002,0.0199,128.0,1250,68.558,60.642
2450SY1000,GI,ZEX110,export,10.491,10.529,703.5,879.38,0.11,11.0,0.002,0.0195,124.6,1250,63.955,57.431
2450SY2000,GI,ZEX110,export,12.019,12.062,807.0,1008.75,0.112,11.0,0.002,0.0175,110.762,1250,73.364,65.793
2450TD1000,GI,ZEX110,export,11.675,12.047,1180.0,1475.0,0.423,17.0,0.001,0.0412,287.0,1250,69.412,42.519
2450TD2000,GI,ZEX110,export,10.715,11.056,1100.0,1375.0,0.395,15.0,0.001,0.0412,287.0,1250,73.333,44.224
2450TS1000,GI,ZPK001,Other,4.236,4.2,627.088,890.46,0.071,10.0,0.001,0.0122,80.0,1420,62.709,25.2
2450TS2000,GI,ZPK001,Other,5.814,5.765,861.966,1223.99,0.098,40.0,0.001,0.0122,80.0,1420,21.549,8.648
2450TSZ100,GI,ZPK001,Other,11.723,11.845,1720.0,2442.4,0.234,14.0,0.001,0.0144,96.0,1420,122.857,50.764
2450TSZ200,GI,ZPK001,Other,4.277,4.322,645.304,916.33,0.088,8.0,0.001,0.0144,96.0,1420,80.663,32.415
2450UB1000,GI,ZEX110,export,9.499,9.454,470.0,587.5,0.063,10.0,0.002,0.0171,108.0,1250,47.0,56.724
2450UB2000,GI,ZEX110,export,10.701,10.651,520.0,650.0,0.07,10.0,0.002,0.0171,108.0,1250,52.0,63.906
2450UC1000,GI,ZGN110,Retail,10.017,10.072,874.971,1067.46,0.137,10.0,0.001,0.0189,128.0,1220,87.497,60.432
2450UC2000,GI,ZGN110,Retail,11.843,11.908,1034.467,1262.05,0.162,10.0,0.001,0.0189,128.0,1220,103.447,71.448
2450UD1000,GI,ZEX110,export,12.161,12.095,600.0,750.0,0.096,8.0,0.002,0.0199,128.0,1250,75.0,90.712
2450UD2000,GI,ZEX110,export,10.109,10.054,500.0,625.0,0.08,10.0,0.002,0.0199,128.0,1250,50.0,60.324
2450UG0000,GI,ZPL925,Panel,22.36,22.498,1127.7,1409.62,0.395,20.0,0.002,0.0413,280.491,1250,56.385,67.494
2450UJ1000,GI,ZPL130,Panel,13.376,13.622,1590.0,2079.72,0.266,16.0,0.001,0.0189,128.0,1308,99.375,51.082
2450UJ2000,GI,ZPL130,Panel,10.624,10.819,1300.0,1700.4,0.218,11.0,0.001,0.0189,128.0,1308,118.182,59.013
2450UK1000,GI,ZPL130,Panel,13.536,13.744,1600.0,2112.0,0.27,18.0,0.001,0.0189,128.0,1320,88.889,45.813
2450UK2000,GI,ZPL130,Panel,12.164,12.351,1450.0,1914.0,0.245,14.0,0.001,0.0189,128.0,1320,103.571,52.933
2450UM1000,GI,ZGN110,Retail,6.13,6.15,801.391,977.7,0.088,19.0,0.001,0.0136,90.0,1220,42.178,19.421
2450UM2000,GI,ZGN110,Retail,2.552,2.56,333.587,406.98,0.037,8.0,0.001,0.0136,90.0,1220,41.698,19.2
2450UM3000,GI,ZGN110,Retail,12.888,12.93,1684.875,2055.55,0.185,12.0,0.001,0.0136,90.0,1220,140.406,64.65
2450UN0000,GI,ZPL925,Panel,22.27,22.15,1121.0,1401.25,0.385,20.0,0.002,0.0405,275.0,1250,56.05,66.45
2450UP1000,GI,ZEX110,export,12.024,12.12,800.0,1000.0,0.192,10.0,0.002,0.0289,192.0,1250,80.0,72.72
2450UP2000,GI,ZEX110,export,10.396,10.479,700.0,875.0,0.168,10.0,0.002,0.0289,192.0,1250,70.0,62.874
2450UQ1000,GI,ZGN110,Retail,11.834,11.702,1524.857,1860.33,0.164,16.0,0.001,0.0133,88.0,1220,95.304,43.882
2450UQ2000,GI,ZGN110,Retail,10.256,10.141,1321.448,1612.17,0.142,15.0,0.001,0.0133,88.0,1220,88.097,40.564
2450UW1000,GI,ZPL925,Panel,3.593,3.574,160.0,200.0,0.057,8.0,0.002,0.0422,287.0,1250,20.0,26.805
2450UW2000,GI,ZPL925,Panel,18.847,18.747,953.735,1192.17,0.342,22.0,0.002,0.0422,287.0,1250,43.352,51.128
2450UX1000,GI,ZEX110,export,11.976,12.077,1208.9,1511.12,0.165,12.0,0.001,0.0163,109.137,1250,100.742,60.385
